"","X","CLOSURE_REASON","TYPE","LATITUDE","LONGITUDE","AGES_0_9_...","AGES_10_19_...","AGES_20_34_...","AGES_35_54_...","AGES_55_64_...","AGES_65_UP_...","SOURCE","NEIGHBORHOOD","ZIPCODE","CASE_OPEN_.Days.","WORK_TRANSPORT_AT_HOME_...","WORK_TRANSPORT_CAR_TRUCK_VAN_...","WORK_TRANSPORT_DROVE_ALONE_...","WORK_TRANSPORT_CARPOOLED_...","WORK_TRANSPORT_BUS_TROLLEY_...","WORK_TRANSPORT_SUBWAY_ELEVATED_...","WORK_TRANSPORT_RAILROAD_...","WORK_TRANSPORT_BICYCLE_...","WORK_TRANSPORT_WALKED_...","WORK_TRANSPORT_OTHER_...","WORK_TRANSPORT_TOTAL_...","HOME_OWNER_...","HOME_RENTER_...","HOME_TOTAL_...","RACE_WHITE_...","RACE_AFRICAN_AMERICAN_...","RACE_HISPANIC_...","RACE_ASIAN_...","RACE_OTHER_...","RACE_TOTAL_...","REGION_MEDIAN_INCOME_(USD)"
"2673",2673,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3591,-71.0544,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2109",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2674",2674,"Case Closed Case Resolved done","Request for Pothole Repair",42.3643,-71.0629,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2114",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2675",2675,"Case Closed Case Resolved pothole filled","Request for Pothole Repair",42.3598,-71.057,717,2561,5087,3603,1747,2277,"Citizens Connect App","Downtown","none",4,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2676",2676,"Case Closed Case Resolved potholes filled with asphalt","Request for Pothole Repair",42.3593,-71.0543,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","none",2,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2677",2677,"Case Closed Case Resolved done","Request for Pothole Repair",42.3678,-71.0574,717,2561,5087,3603,1747,2277,"Citizens Connect App","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2678",2678,"Case Closed Case Resolved filled yesterday","Request for Pothole Repair",42.3663,-71.0564,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","2113",1,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2679",2679,"Case Closed Case Resolved done","Request for Pothole Repair",42.358,-71.0604,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","none",11,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2680",2680,"Case Closed Case Resolved filled","Request for Pothole Repair",42.3588,-71.0596,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","2108",9,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2681",2681,"Case Closed Case Resolved filled","Request for Pothole Repair",42.3653,-71.0574,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2682",2682,"Case Closed Case Resolved filled","Request for Pothole Repair",42.3678,-71.0574,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2683",2683,"Case Closed Case Resolved done","Request for Pothole Repair",42.3646,-71.0538,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2113",4,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2684",2684,"Case Closed Duplicate of Existing Case","Request for Pothole Repair",42.3672,-71.0525,717,2561,5087,3603,1747,2277,"Citizens Connect App","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2685",2685,"Case Closed Duplicate of Existing Case","Request for Pothole Repair",42.3672,-71.0525,717,2561,5087,3603,1747,2277,"Citizens Connect App","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2686",2686,"Case Closed Case Resolved done","Request for Pothole Repair",42.3672,-71.0525,717,2561,5087,3603,1747,2277,"Citizens Connect App","Downtown","none",3,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2687",2687,"Case Closed Case Resolved done","Request for Pothole Repair",42.3633,-71.0572,717,2561,5087,3603,1747,2277,"Citizens Connect App","Downtown","none",3,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2688",2688,"Case Closed Case Resolved done","Request for Pothole Repair",42.3593,-71.0536,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",3,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2689",2689,"Case Closed Case Resolved done","Request for Pothole Repair",42.3591,-71.0544,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2109",1,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2690",2690,"Case Closed Case Resolved done","Request for Pothole Repair",42.3602,-71.0571,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",3,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2691",2691,"Case Closed Case Resolved done","Request for Pothole Repair",42.3604,-71.0567,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",3,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2692",2692,"Case Closed Case Resolved patched","Request for Pothole Repair",42.3595,-71.0599,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2693",2693,"Case Closed Case Resolved patched 2 holes","Request for Pothole Repair",42.362,-71.0526,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2694",2694,"Case Closed Case Resolved pothole filled","Request for Pothole Repair",42.3556,-71.0557,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","none",6,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2695",2695,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3593,-71.0536,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2696",2696,"Case Closed Case Resolved potholes filled","Request for Pothole Repair",42.3658,-71.0569,717,2561,5087,3603,1747,2277,"Employee Generated","Downtown","2113",2,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2697",2697,"Case Closed Case Resolved done","Request for Pothole Repair",42.3597,-71.0536,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","none",1,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2698",2698,"Case Closed Case Resolved done","Request for Pothole Repair",42.3593,-71.0543,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","none",1,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2699",2699,"Case Closed Case Resolved pothole filled","Request for Pothole Repair",42.3586,-71.0523,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","none",1,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2700",2700,"Case Closed Case Resolved potholes filled","Request for Pothole Repair",42.3674,-71.0549,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","2109",5,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2701",2701,"Case Closed Case Resolved","Request for Pothole Repair",42.3632,-71.0548,717,2561,5087,3603,1747,2277,"Citizens Connect App","Downtown","2113",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2702",2702,"Case Closed Case Invalid","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2703",2703,"Case Closed Case Resolved done","Request for Pothole Repair",42.3666,-71.0498,717,2561,5087,3603,1747,2277,"Citizens Connect App","Downtown","2109",1,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2704",2704,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2705",2705,"Case Closed Case Resolved done","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2706",2706,"Case Closed Case Resolved pothole filled","Request for Pothole Repair",42.3595,-71.0556,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2707",2707,"Case Closed Case Resolved pothole filled","Request for Pothole Repair",42.3595,-71.0549,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2109",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2708",2708,"Case Closed Case Resolved potholes filled","Request for Pothole Repair",42.3597,-71.0536,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2709",2709,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2710",2710,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2711",2711,"Case Closed Case Resolved pothole filled","Request for Pothole Repair",42.3575,-71.0578,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","2108",2,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2712",2712,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2713",2713,"Case Closed Case Resolved POTHOLE FILLED BY D1 PATCH CREW","Request for Pothole Repair",42.3667,-71.0578,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","2113",281,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2714",2714,"Case Closed Case Resolved","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",1,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2715",2715,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3602,-71.0571,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2716",2716,"Case Closed Case Resolved","Request for Pothole Repair",42.361,-71.0572,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2110",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2717",2717,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.361,-71.0572,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2110",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2718",2718,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3598,-71.057,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2719",2719,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3651,-71.0542,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2113",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2720",2720,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2721",2721,"Case Closed Case Resolved","Request for Pothole Repair",42.3554,-71.058,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",2,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2722",2722,"Case Closed Case Resolved","Request for Pothole Repair",42.3577,-71.0629,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",2,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2723",2723,"Case Closed Case Resolved done","Request for Pothole Repair",42.3579,-71.0624,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",1,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2724",2724,"Case Closed Case Invalid","Request for Pothole Repair",42.3594,-71.0587,717,2561,5087,3603,1747,2277,"Citizens Connect App","Downtown","2109",1,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2725",2725,"Case Closed Case Resolved","Request for Pothole Repair",42.3629,-71.0578,717,2561,5087,3603,1747,2277,"Self Service","Downtown","none",1,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2726",2726,"Case Closed Case Noted  test","Request for Pothole Repair",42.3604,-71.0583,717,2561,5087,3603,1747,2277,"Citizens Connect App","Downtown","2108",1,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2727",2727,"Case Closed Case Resolved","Request for Pothole Repair",42.3566,-71.0583,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","2110",5,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2728",2728,"Case Closed Case Invalid no location","Request for Pothole Repair",42.3604,-71.0583,717,2561,5087,3603,1747,2277,"Citizens Connect App","Downtown","2108",1,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2729",2729,"Case Closed Case Resolved","Request for Pothole Repair",42.3608,-71.0559,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2730",2730,"Case Closed Case Resolved","Request for Pothole Repair",42.3607,-71.0563,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2109",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2731",2731,"Case Closed Case Resolved","Request for Pothole Repair",42.3602,-71.0571,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2732",2732,"Case Closed Case Resolved","Request for Pothole Repair",42.3602,-71.0571,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2733",2733,"Case Closed Case Resolved","Request for Pothole Repair",42.3602,-71.0571,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2734",2734,"Case Closed Case Resolved","Request for Pothole Repair",42.3608,-71.0559,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2735",2735,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3618,-71.0584,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2736",2736,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3618,-71.0584,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2737",2737,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3618,-71.0584,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2738",2738,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3616,-71.0576,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2739",2739,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3598,-71.057,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2740",2740,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3633,-71.0593,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2114",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2741",2741,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2742",2742,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2743",2743,"Case Closed Case Resolved","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2744",2744,"Case Closed Case Resolved","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2745",2745,"Case Closed Case Invalid","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2746",2746,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2747",2747,"Case Closed Case Resolved potholes filled","Request for Pothole Repair",42.3594,-71.0538,717,2561,5087,3603,1747,2277,"Citizens Connect App","Downtown","2109",3,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2748",2748,"Case Closed Case Invalid","Request for Pothole Repair",42.3593,-71.0579,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","2108",2,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2749",2749,"Case Closed Case Resolved pothole filled","Request for Pothole Repair",42.3668,-71.0536,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","2113",1,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2750",2750,"Case Closed Case Resolved filled pothole","Request for Pothole Repair",42.3598,-71.057,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2751",2751,"Case Closed Case Resolved filled pothole","Request for Pothole Repair",42.3602,-71.0571,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2752",2752,"Case Closed Case Resolved filled pothole","Request for Pothole Repair",42.361,-71.0572,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2110",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2753",2753,"Case Closed Case Resolved filled pothole","Request for Pothole Repair",42.361,-71.0572,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2110",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2754",2754,"Case Closed Case Resolved cold patch","Request for Pothole Repair",42.3602,-71.0571,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2755",2755,"Case Closed Case Resolved","Request for Pothole Repair",42.3602,-71.0571,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",6,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2756",2756,"Case Closed Case Resolved done","Request for Pothole Repair",42.3682,-71.0567,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","none",7,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2757",2757,"Case Closed Case Resolved","Request for Pothole Repair",42.3593,-71.0543,717,2561,5087,3603,1747,2277,"Citizens Connect App","Downtown","none",4,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2758",2758,"Case Closed Case Resolved","Request for Pothole Repair",42.3672,-71.0525,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","none",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2759",2759,"Case Closed Duplicate of Existing Case","Request for Pothole Repair",42.3643,-71.0539,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",2,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2760",2760,"Case Closed Duplicate of Existing Case","Request for Pothole Repair",42.3593,-71.0543,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","none",2,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2761",2761,"Case Closed Case Resolved done","Request for Pothole Repair",42.3585,-71.0532,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","none",4,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2762",2762,"Case Closed Case Resolved","Request for Pothole Repair",42.3592,-71.0546,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","none",1,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2763",2763,"Case Closed Duplicate of Existing Case","Request for Pothole Repair",42.358,-71.056,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","2109",3,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2764",2764,"Case Closed Case Resolved","Request for Pothole Repair",42.3663,-71.0596,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","none",16,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2765",2765,"Case Closed Case Resolved","Request for Pothole Repair",42.3597,-71.0536,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","none",7,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2766",2766,"Case Closed Case Resolved","Request for Pothole Repair",42.3593,-71.0543,717,2561,5087,3603,1747,2277,"Constituent Call","Downtown","none",1,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2767",2767,"Case Closed Case Resolved","Request for Pothole Repair",42.3594,-71.0538,717,2561,5087,3603,1747,2277,"Citizens Connect App","Downtown","2109",1,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2768",2768,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2769",2769,"Case Closed Case Resolved pot hole filled","Request for Pothole Repair",42.3643,-71.0539,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","none",1,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2770",2770,"Case Closed Case Invalid","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",1,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2771",2771,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2772",2772,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
"2773",2773,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3601,-71.0579,717,2561,5087,3603,1747,2277,"City Worker App","Downtown","2108",0,556,1591,1217,374,278,999,45,82,4395,374,8320,1971,4905,6876,9261,706,759,4933,333,15992,54579
