CASE_ENQUIRY_ID,OPEN_DT,CLOSED_DT,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,Property_Type,Property_ID,Source,Geocoded_Location,Location 1
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,6-10 A St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,I,6-10 A St,2136,Address,1,City Worker App,"(42.2506, -71.125)","(42.2506, -71.125)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,0 Hyde Park Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,CL,0 Hyde Park Ave,2136,Address,76976,City Worker App,"(42.2508, -71.1256)","(42.2508, -71.1256)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,0 Hyde Park Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,CL,0 Hyde Park Ave,2136,Address,76976,City Worker App,"(42.2508, -71.1256)","(42.2508, -71.1256)"
1.01001E+11,1/27/14 0:00,1/28/14 0:00,Closed,Case Closed Case Resolved Pothole has been filled in with hot top asphalt.,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 10A: Roxbury,PWDx,INTERSECTION of Heath St & Walden St  Mission Hill  MA,9,10A,6,E13,Mission Hill,11,Ward 10,1006,,INTERSECTION Heath St & Walden St,,Intersection,5844,Citizens Connect App,"(42.3261, -71.1046)","(42.3261, -71.1046)"
1.01001E+11,1/27/14 0:00,1/28/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,220 Boylston St  Boston  MA  02116,4,1C,2,A1,Downtown / Financial District,6,5,501,,220 Boylston St,2116,Address,344795,City Worker App,"(42.3594, -71.0587)","(42.3594, -71.0587)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,0 Huntington Ave  Boston  MA  02116,4,1C,2,D4,Back Bay,6,4,402,E,0 Huntington Ave,2116,Address,76130,City Worker App,"(42.3483, -71.0776)","(42.3483, -71.0776)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,0 Huntington Ave  Boston  MA  02116,4,1C,2,D4,Back Bay,6,4,402,E,0 Huntington Ave,2116,Address,76130,City Worker App,"(42.3483, -71.0776)","(42.3483, -71.0776)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,INTERSECTION of Alaric St & Spring St  West Roxbury  MA,12,6,6,E5,West Roxbury,12,Ward 20,2005,,INTERSECTION Alaric St & Spring St,,Intersection,178,City Worker App,"(42.2777, -71.1624)","(42.2777, -71.1624)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Exeter St & Huntington Ave  Boston  MA,4,1C,2,D4,Back Bay,6,Ward 4,402,,INTERSECTION Exeter St & Huntington Ave,,Intersection,4722,City Worker App,"(42.3478, -71.0787)","(42.3478, -71.0787)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,335 Corey St  West Roxbury  MA  02132,,,0,,West Roxbury,0,20,,,335 Corey St,2132,Address,349699,City Worker App,"(42.3594, -71.0587)","(42.3594, -71.0587)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,220 Boylston St  Boston  MA  02116,4,1C,2,A1,Downtown / Financial District,6,5,501,,220 Boylston St,2116,Address,344795,City Worker App,"(42.3594, -71.0587)","(42.3594, -71.0587)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,575 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2017,R1,575 Baker St,2132,Address,7777,City Worker App,"(42.2888, -71.1716)","(42.2888, -71.1716)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,505 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2017,R1,505 Baker St,2132,Address,7767,City Worker App,"(42.2865, -71.1707)","(42.2865, -71.1707)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,INTERSECTION of Cypress St & Spring St  West Roxbury  MA,12,6,6,E5,West Roxbury,12,Ward 20,2016,,INTERSECTION Cypress St & Spring St,,Intersection,3799,City Worker App,"(42.2748, -71.1686)","(42.2748, -71.1686)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,81 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2016,R1,81 Baker St,2132,Address,7795,City Worker App,"(42.273, -71.1646)","(42.273, -71.1646)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1B: North End,PWDx,0 Cambridge St  Boston  MA  02114,3,1B,1,A1,Downtown / Financial District,3,Ward 3,306,E,0 Cambridge St,2114,Address,25216,City Worker App,"(42.3589, -71.0605)","(42.3589, -71.0605)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,40 Tremont St  Boston  MA  02108,3,1C,1,A1,Boston,3,3,306,,40 Tremont St,2108,Address,342500,City Worker App,"(42.3594, -71.0587)","(42.3594, -71.0587)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Beacon St & Clarendon St  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,507,,INTERSECTION Beacon St & Clarendon St,,Intersection,1100,City Worker App,"(42.3542, -71.077)","(42.3542, -71.077)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,291 Beacon St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,507,A,291 Beacon St,2116,Address,10843,City Worker App,"(42.353, -71.0807)","(42.353, -71.0807)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,274 Beacon St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,507,A,274 Beacon St,2116,Address,183932,City Worker App,"(42.3535, -71.081)","(42.3535, -71.081)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,INTERSECTION of W Broadway & D St  South Boston  MA,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,601,,INTERSECTION W Broadway & D St,,Intersection,1999,City Worker App,"(42.3388, -71.0508)","(42.3388, -71.0508)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,INTERSECTION of W Broadway & D St  South Boston  MA,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,601,,INTERSECTION W Broadway & D St,,Intersection,1999,City Worker App,"(42.3388, -71.0508)","(42.3388, -71.0508)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,INTERSECTION of Corey St & Montview St  West Roxbury  MA,12,6,6,E5,West Roxbury,12,Ward 20,2012,,INTERSECTION Corey St & Montview St,,Intersection,3538,City Worker App,"(42.2887, -71.1577)","(42.2887, -71.1577)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,INTERSECTION of Corey St & Dwinell St  West Roxbury  MA,12,6,6,E5,West Roxbury,12,Ward 20,2017,,INTERSECTION Corey St & Dwinell St,,Intersection,3529,City Worker App,"(42.292, -71.161)","(42.292, -71.161)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,INTERSECTION of W Broadway & D St  South Boston  MA,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,601,,INTERSECTION W Broadway & D St,,Intersection,1999,City Worker App,"(42.3388, -71.0508)","(42.3388, -71.0508)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,INTERSECTION of W Broadway & Page's Ct  South Boston  MA,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,603,,INTERSECTION W Broadway & Page's Ct,,Intersection,2000,City Worker App,"(42.3385, -71.0504)","(42.3385, -71.0504)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,3-4 Church Ave  South Boston  MA  02127,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,603,CL,3-4 Church Ave,2127,Address,163418,City Worker App,"(42.3379, -71.05)","(42.3379, -71.05)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,INTERSECTION of Alaric St & Spring St  West Roxbury  MA,12,6,6,E5,West Roxbury,12,Ward 20,2005,,INTERSECTION Alaric St & Spring St,,Intersection,178,City Worker App,"(42.2777, -71.1624)","(42.2777, -71.1624)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,INTERSECTION of W Broadway & F St  South Boston  MA,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,604,,INTERSECTION W Broadway & F St,,Intersection,2005,City Worker App,"(42.3368, -71.0478)","(42.3368, -71.0478)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,INTERSECTION of Constance Rd & Spring St  West Roxbury  MA,12,6,6,E5,West Roxbury,12,Ward 20,2005,,INTERSECTION Constance Rd & Spring St,,Intersection,3459,City Worker App,"(42.2766, -71.1658)","(42.2766, -71.1658)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 10B: Roxbury,PWDx,INTERSECTION of Homestead St & Humboldt Ave  Dorchester  MA,9,10B,7,B2,Roxbury,13,Ward 12,1209,,INTERSECTION Homestead St & Humboldt Ave,,Intersection,6345,Employee Generated,"(42.3119, -71.0905)","(42.3119, -71.0905)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,646 E Broadway  South Boston  MA  02127,6,5,2,C6,South Boston,5,6,605,,646 E Broadway,2127,Address,343211,City Worker App,"(42.3358, -71.0387)","(42.3358, -71.0387)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 10B: Roxbury,PWDx,84 Zeigler St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,8,804,,84 Zeigler St,2119,Address,350558,Employee Generated,"(42.3594, -71.0587)","(42.3594, -71.0587)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved pothole filled,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,646 E Broadway  South Boston  MA  02127,6,5,2,C6,South Boston,5,6,605,,646 E Broadway,2127,Address,343211,City Worker App,"(42.3358, -71.0387)","(42.3358, -71.0387)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 10B: Roxbury,PWDx,INTERSECTION of Bartlett St & Washington St  Roxbury  MA,7,10B,7,B2,Roxbury,13,Ward 12,1201,,INTERSECTION Bartlett St & Washington St,,Intersection,1001,Employee Generated,"(42.3278, -71.087)","(42.3278, -71.087)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,646 E Broadway  South Boston  MA  02127,6,5,2,C6,South Boston,5,6,605,,646 E Broadway,2127,Address,343211,City Worker App,"(42.3358, -71.0387)","(42.3358, -71.0387)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 02: Jamaica Plain,PWDx,2049 Columbus Ave  Roxbury  MA  02119,9,2,7,E13,Jamaica Plain,11,Ward 11,1105,A,2049 Columbus Ave,2119,Address,35549,Employee Generated,"(42.3139, -71.0963)","(42.3139, -71.0963)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 10A: Roxbury,PWDx,INTERSECTION of Brookline Ave & Longwood Ave  Boston  MA,4,10A,8,B2,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,410,,INTERSECTION Brookline Ave & Longwood Ave,,Intersection,2065,Employee Generated,"(42.3389, -71.1073)","(42.3389, -71.1073)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Allston St & Kelton St  Allston  MA,11,4,9,D14,Allston / Brighton,15,Ward 21,2108,,INTERSECTION Allston St & Kelton St,,Intersection,315,City Worker App,"(42.3476, -71.1382)","(42.3476, -71.1382)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 10B: Roxbury,PWDx,INTERSECTION of Columbus Ave & Ritchie St  Roxbury  MA,9,10B,7,E13,Roxbury,13,Ward 11,1101,,INTERSECTION Columbus Ave & Ritchie St,,Intersection,3273,Employee Generated,"(42.3225, -71.0984)","(42.3225, -71.0984)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 03: North Dorchester,PWDx,12 Oakley St  Dorchester  MA  02122,7,3,4,C11,Dorchester,8,Ward 15,1505,R1,12 Oakley St,2122,Address,104799,City Worker App,"(42.3016, -71.0712)","(42.3016, -71.0712)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 10B: Roxbury,PWDx,154 Humboldt Ave  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1202,R2,154 Humboldt Ave,2121,Address,254221,Employee Generated,"(42.3148, -71.0878)","(42.3148, -71.0878)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 10A: Roxbury,PWDx,21 Forsyth St  Boston  MA  02115,4,10A,7,D4,Boston,13,4,409,,21 Forsyth St,2115,Address,165372,Employee Generated,"(42.3399, -71.0911)","(42.3399, -71.0911)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 10B: Roxbury,PWDx,113 Dale St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 9,905,CM,113 Dale St,2119,Address,45714,Employee Generated,"(42.3226, -71.0884)","(42.3226, -71.0884)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 03: North Dorchester,PWDx,21 Oakley St  Dorchester  MA  02124,7,3,4,C11,Dorchester,8,Ward 15,1505,R1,21 Oakley St,2124,Address,104807,City Worker App,"(42.3015, -71.0703)","(42.3015, -71.0703)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,INTERSECTION of Centre St & Saint Theresa Ave  West Roxbury  MA,12,6,6,E5,West Roxbury,12,Ward 20,2005,,INTERSECTION Centre St & Saint Theresa Ave,,Intersection,2625,City Worker App,"(42.279, -71.1593)","(42.279, -71.1593)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 10B: Roxbury,PWDx,INTERSECTION of Dale St & Regent St  Roxbury  MA,9,10B,7,B2,Roxbury,13,Ward 9,905,,INTERSECTION Dale St & Regent St,,Intersection,3845,Employee Generated,"(42.3223, -71.0883)","(42.3223, -71.0883)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,1-3 City View Rd  Brighton  MA  02135,11,4,9,D14,Allston / Brighton,15,Ward 21,2110,R2,1-3 City View Rd,2135,Address,32867,City Worker App,"(42.3439, -71.1382)","(42.3439, -71.1382)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,1-3 City View Rd  Brighton  MA  02135,11,4,9,D14,Allston / Brighton,15,Ward 21,2110,R2,1-3 City View Rd,2135,Address,32867,City Worker App,"(42.3439, -71.1382)","(42.3439, -71.1382)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of City View Rd & Summit Ave  Brighton  MA,,4,9,D14,Allston / Brighton,15,Ward 21,2108,,INTERSECTION City View Rd & Summit Ave,,Intersection,3049,City Worker App,"(42.3439, -71.1379)","(42.3439, -71.1379)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of City View Rd & Summit Ave  Brighton  MA,,4,9,D14,Allston / Brighton,15,Ward 21,2108,,INTERSECTION City View Rd & Summit Ave,,Intersection,3049,City Worker App,"(42.3439, -71.1379)","(42.3439, -71.1379)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of City View Rd & Summit Ave  Brighton  MA,,4,9,D14,Allston / Brighton,15,Ward 21,2108,,INTERSECTION City View Rd & Summit Ave,,Intersection,3049,City Worker App,"(42.3439, -71.1379)","(42.3439, -71.1379)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,1516 Commonwealth Ave  Brighton  MA  02135,11,4,9,D14,Allston / Brighton,15,Ward 21,2110,R2,1516 Commonwealth Ave,2135,Address,37780,City Worker App,"(42.3456, -71.141)","(42.3456, -71.141)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,1516 Commonwealth Ave  Brighton  MA  02135,11,4,9,D14,Allston / Brighton,15,Ward 21,2110,R2,1516 Commonwealth Ave,2135,Address,37780,City Worker App,"(42.3456, -71.141)","(42.3456, -71.141)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,1340 Commonwealth Ave  Allston  MA  02134,11,4,9,D14,Allston / Brighton,15,Ward 21,2108,RC,1340 Commonwealth Ave,2134,Address,37414,City Worker App,"(42.3478, -71.1355)","(42.3478, -71.1355)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Babcock St & Commonwealth Ave  Boston  MA,,4,9,D14,Allston / Brighton,14,Ward 21,2103,,INTERSECTION Babcock St & Commonwealth Ave,,Intersection,846,City Worker App,"(42.3517, -71.1213)","(42.3517, -71.1213)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Babcock St & Commonwealth Ave  Boston  MA,,4,9,D14,Allston / Brighton,14,Ward 21,2103,,INTERSECTION Babcock St & Commonwealth Ave,,Intersection,846,City Worker App,"(42.3517, -71.1213)","(42.3517, -71.1213)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Alcorn St & Commonwealth Ave  Boston  MA,11,4,9,D14,Allston / Brighton,14,Ward 21,2103,,INTERSECTION Alcorn St & Commonwealth Ave,,Intersection,237,City Worker App,"(42.3521, -71.1232)","(42.3521, -71.1232)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,1-7 Brighton Ave  Allston  MA  02134,11,4,9,D14,Allston / Brighton,14,Ward 21,2103,C,1-7 Brighton Ave,2134,Address,20065,City Worker App,"(42.3524, -71.1253)","(42.3524, -71.1253)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,1-7 Brighton Ave  Allston  MA  02134,11,4,9,D14,Allston / Brighton,14,Ward 21,2103,C,1-7 Brighton Ave,2134,Address,20065,City Worker App,"(42.3524, -71.1253)","(42.3524, -71.1253)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,2-32 Brighton Ave  Allston  MA  02134,11,4,9,D14,Allston / Brighton,14,21,2103,,2-32 Brighton Ave,2134,Address,345014,City Worker App,"(42.352, -71.1256)","(42.352, -71.1256)"
1.01001E+11,1/27/14 0:00,1/27/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 07: South Dorchester,PWDx,INTERSECTION of Gallivan Blvd & Washington St  Dorchester  MA,8,7,3,C11,Dorchester,7,Ward 17,1704,,INTERSECTION Gallivan Blvd & Washington St,,Intersection,5174,Self Service,"(42.2788, -71.0695)","(42.2788, -71.0695)"
